date,content,username,likes,views,hashtags,url
2023-01-25,"The #HimalayaWellnessCompany commemorates the spirit of our country and its ability to stand together during tough times. As we step into our 74th #RepublicDay, let’s pledge to find strength in our unity &amp; become the nation our forefathers wanted us to be.
#HappyRepublicDay! https://t.co/JvtnEp38O5",HimalayaIndia,13,1052.0,"['HimalayaWellnessCompany', 'RepublicDay', 'HappyRepublicDay']",https://twitter.com/HimalayaIndia/status/1618197659369488385
2023-01-23,Himalaya’s new manufacturing facility in Tumakuru received the first #ISO certification: EMS (ISO 14001:2015) and OH&amp;S (ISO 45001:2018) from NQA Certification Pvt. Ltd. for effectively implementing and building good #safety culture and practices on the campus. #HimalayaWellness https://t.co/QBnGKDYWZX,HimalayaIndia,20,1284.0,"['ISO', 'safety', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1617375889024749568
2023-01-17,"@MKC1_Reddy Hi Reddy, Could you please DM us your contact details so that we can get in touch with you?",HimalayaIndia,0,29.0,,https://twitter.com/HimalayaIndia/status/1615291322046504961
2023-01-13,"Let's celebrate the onset of warmer days and prosperity together and rejoice in the charm of traditions. Himalaya Wellness Company wishes you and your family a very happy Lohri, Pongal, and Makar Sankranti.

#HimalayaWellnessCompany #Lohri #Pongal #MakarSankranti https://t.co/TmUALL0AxR",HimalayaIndia,3,473.0,"['HimalayaWellnessCompany', 'Lohri', 'Pongal', 'MakarSankranti']",https://twitter.com/HimalayaIndia/status/1613847830019571712
2023-01-13,#Himalaya drives initiatives to enrich lives. We have signed an MoU with the Govt. of Karnataka to rejuvenate Makali's #Government Primary #School with state-of-the-art facilities. We will also support the maintenance of the premises for three years from the completion date. https://t.co/eYxCc3uiEL,HimalayaIndia,3,679.0,"['Himalaya', 'Government', 'School']",https://twitter.com/HimalayaIndia/status/1613762923679330305
2023-01-02,"@kishnpalchauhan Your experience is a priority and this is not what we want you to feel, Krishn.  We request you to share your complaint &amp; contact details with us at contactus@himalayawellness.com that'd help us connect with you.",HimalayaIndia,0,46.0,,https://twitter.com/HimalayaIndia/status/1609834104702504962
2022-12-31,"Let's bid adieu to 2022 and enter 2023 with new opportunities to evolve, achieve, and flourish. A new year and a stronger commitment to bring Wellness in every Home and Happiness in every Heart!
Himalaya Wellness Company wishes you and your family a very #HappyNewYear! https://t.co/6L2cc0HY9Y",HimalayaIndia,15,852.0,['HappyNewYear'],https://twitter.com/HimalayaIndia/status/1609095751048757250
2022-12-27,"@rlokeshrao @CDSCO_INDIA_INF Hi Lokesh, we always ensure that all our customers have a great experience. We regret the inconvenience caused to you :( We want to investigate this matter and make things right. Please share with us your contact details via DM so we can arrange a call.",HimalayaIndia,0,49.0,,https://twitter.com/HimalayaIndia/status/1607585637871554560
2022-12-23,"‘Tis the season to be merry and spread joy! Himalaya Wellness Company wishes you and your family a #MerryChristmas. May the magic of the holiday season enthrall you with happiness, prosperity, and abundance.

#HimalayaWellness #SeasonsGreetings #Merry #Christmas https://t.co/zkzgmc9oXB",HimalayaIndia,9,655.0,"['MerryChristmas', 'HimalayaWellness', 'SeasonsGreetings', 'Merry', 'Christmas']",https://twitter.com/HimalayaIndia/status/1606260106982617089
2022-12-16,"#HimalayaWellness Company attended the 9th edition of the World Ayurveda Congress (WAC) and Arogya Expo. Dr. Rangesh Paramesh, Director - Intellectual Properties, delivered a talk on International Regulatory Compliance for Ayurvedic Drugs. https://t.co/QGinMgsavq",HimalayaIndia,6,549.0,['HimalayaWellness'],https://twitter.com/HimalayaIndia/status/1603622240737562624
