profileUrl,screenName,userId,name,imgUrl,backgroundImg,bio,website,location,createdAt,followersCount,friendsCount,tweetsCount,certified,following,followedBy,query,timestamp
https://twitter.com/deepigoyal,deepigoyal,72481380,Deepinder Goyal,https://pbs.twimg.com/profile_images/1448229960204763139/Y1mj6gXE_normal.jpg,https://pbs.twimg.com/profile_banners/72481380/1652174538,delivery boy @zomato and @letsblinkit,https://t.co/6rH4a4bQQG,Gurgaon,Tue Sep 08 05:36:09 +0000 2009,582271,11,5082,true,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/arcomedys,arcomedys,873644383165435906,Savage,https://pbs.twimg.com/profile_images/1407773946783559680/UuENhQN8_normal.jpg,https://pbs.twimg.com/profile_banners/873644383165435906/1668079271,live tweeting my life,https://t.co/Wnx6ynHVDd,,Sat Jun 10 20:53:47 +0000 2017,32415,657,48578,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/Sahilarioussss,Sahilarioussss,1176953263184404483,Sahilarioussss,https://pbs.twimg.com/profile_images/1631912411384139776/ObCdzhEz_normal.jpg,https://pbs.twimg.com/profile_banners/1176953263184404483/1652772935,Shitposting. Feel good era. Views Personal. Enquiries - Sahilariouss@gmail.com,https://t.co/XwKgfNTRyA,"New Delhi, India",Wed Sep 25 20:15:06 +0000 2019,27552,996,36762,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/MehulFanawala,MehulFanawala,114203360,Mehul Fanawala,https://pbs.twimg.com/profile_images/1636286556913930240/CkgjEnbs_normal.jpg,https://pbs.twimg.com/profile_banners/114203360/1664875539,"Parent of https://t.co/lhzcpkmJaV & @TABBbyTCC • Head of Marketing, Sales, & Support for Your B2B SaaS • Increasing Sales & Retaining Customer for Brands Since 2007",https://t.co/Etg2jkABfY,"Surat, India",Sun Feb 14 14:29:53 +0000 2010,27527,5218,69364,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/albinder,albinder,21843174,Albinder Dhindsa,https://pbs.twimg.com/profile_images/1613764445448327171/BO23PZBq_normal.jpg,https://pbs.twimg.com/profile_banners/21843174/1667211243,Building @letsblinkit,https://t.co/YHsFkZDB0k,"New Delhi, India",Wed Feb 25 06:34:53 +0000 2009,17889,893,2220,true,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/Social_Samosa,Social_Samosa,390602999,Social Samosa,https://pbs.twimg.com/profile_images/1415578494466154503/gY87kxhx_normal.jpg,https://pbs.twimg.com/profile_banners/390602999/1674048531,Social Samosa - think social #LeadingThought #InfluencingtheInfluencers #EnablingIndustry,https://t.co/rGIU5294k6,"703, Cosmos Plaza, Mumbai, Ind",Fri Oct 14 07:19:09 +0000 2011,41712,93,62874,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/Chai_n_love,Chai_n_love,1214507121909223425,Chai Kadak ☕,https://pbs.twimg.com/profile_images/1605470685861597184/vCHibkPI_normal.jpg,https://pbs.twimg.com/profile_banners/1214507121909223425/1644332847,We can't be friends if you don't like Chai ☕ ⚠️ इस अकाउंट के सभी tweets काल्पनिक हैं। इसका किसी भी व्यक्ति या घटना से कोई संबंध नहीं है।,https://t.co/BQAynCp6Zu,Tapri,Tue Jan 07 11:20:48 +0000 2020,36529,3429,51917,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/whysaloni,whysaloni,862339384678518785,Saloni Mittal,https://pbs.twimg.com/profile_images/1600377830239391745/Nt96e1H2_normal.jpg,https://pbs.twimg.com/profile_banners/862339384678518785/1644903030,"part time hooman, full time sunflower 🌻",https://t.co/e7MoMKGU9p,Bombay,Wed May 10 16:11:45 +0000 2017,24793,762,38523,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/highonsaudade,highonsaudade,1397629124173205505,Shirin Sharma,https://pbs.twimg.com/profile_images/1403340704126935044/Ij7L2mNf_normal.jpg,https://pbs.twimg.com/profile_banners/1397629124173205505/1640809566,"I write stuff. Sometimes funny. Sometimes philosophical. Mostly lame. But, hopefully relatable! 🤪",https://t.co/Drgcg3BVkk,,Wed May 26 19:03:32 +0000 2021,26321,1029,79987,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/zomatocare,zomatocare,988362975617601536,zomato care,https://pbs.twimg.com/profile_images/1615217452689891328/W5BxD_bY_normal.png,https://pbs.twimg.com/profile_banners/988362975617601536/1673947925,Official Zomato support page,https://t.co/G8GmX9cxo2,India,Mon Apr 23 10:24:31 +0000 2018,63012,15,542708,true,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/Awwwchallllll,Awwwchallllll,974261491636387840,Aachal 🌠,https://pbs.twimg.com/profile_images/1621539657334018049/s1kcX6UN_normal.jpg,https://pbs.twimg.com/profile_banners/974261491636387840/1677760824,"Booming Your Social Growth 🚀Spice Up Your Social media Content with my words 🥵 I paint what I dream about 🖌️
Dm for Services and Paid Collaboration.",https://t.co/OBICWcrNSf,India,Thu Mar 15 12:30:15 +0000 2018,15607,511,34036,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/ArchieeAgarwal,ArchieeAgarwal,1298868025697775616,Archie Agarwal,https://pbs.twimg.com/profile_images/1569333968524148736/FrHPzHHd_normal.jpg,https://pbs.twimg.com/profile_banners/1298868025697775616/1654138806,"thankful for another day where I can be cringe and insane online :)

creative outbursts @theglitteryinks",https://t.co/Mz2eGkvACJ,delusion,Thu Aug 27 06:21:05 +0000 2020,8927,649,63866,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/TheWriterWoman_,TheWriterWoman_,193260163,Manasi Shah | Rajmata,https://pbs.twimg.com/profile_images/1607374681627328512/zuDSlcJt_normal.jpg,https://pbs.twimg.com/profile_banners/193260163/1671281936,"Parent & Boss Lady of @TheCluelessCo | Building @TABBbyTCC | Advocate of Equality, Inclusivity & Personal Growth ⚖️ | 🫡 Sarcasm & Humor",https://t.co/hAq28IIxCU,Books,Tue Sep 21 11:41:07 +0000 2010,8107,2702,23116,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
https://twitter.com/allindiamemes,allindiamemes,838879686797090820,All India Memes,https://pbs.twimg.com/profile_images/1583305417261993984/GJDncE5H_normal.jpg,https://pbs.twimg.com/profile_banners/838879686797090820/1663276737,Shitposting and amplifying relatable tweets. Submissions in DMs. Mail to: allindiamemes@gmail.com,https://t.co/XWOr4g0FFx,,Mon Mar 06 22:31:17 +0000 2017,55780,695,3612,false,,,https://twitter.com/zomato,2023-03-21T01:06:46.924Z
