date,content,username,likes,views,hashtags,url,likes_views_ratio
2022-10-09,ga pansare please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1579188645436981249,0.0
2022-10-09,sunita please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1579188596330090497,0.0
2022-10-09,jagdish please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1579188531179950080,0.0
2022-10-08,celebrating the joy of bringing smile to over thousand of life himalayalipcare ha been supporting smiletrainindia with free cleftlip surgery for underprivileged child helping them lead their life confidently eknayimuskaan,HimalayaIndia,729,729.0,smile himalayalipcare cleftlip eknayimuskaan,https://twitter.com/HimalayaIndia/status/1578646769814339586,1.0
2022-10-06,sharadg hi sharad please be assured that we re working on your concern and we ll keep you posted on the progress,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1577895832254578688,0.0
2022-09-29,we care for life and part of our commitment to society we re delighted to partner with nimhans blr to develop an indigenized pilot model framework for suicideprevention research and surveillance project suraksha himalayawellness mentalhealth,HimalayaIndia,1190,1190.0,suicideprevention himalayawellness mentalhealth,https://twitter.com/HimalayaIndia/status/1575419308116627458,1.0
2022-09-26,umapathy director foil pack candidly share that he connects with himalaya emotionally and our partnership ha helped him deliver pure business excellence we are deeply grateful and honor such business sentiment partnersinprogress himalayawellness printer,HimalayaIndia,13,13.0,partnersinprogress himalayawellness printer,https://twitter.com/HimalayaIndia/status/1574315338795081729,1.0
2022-09-22,nvishist hi nikhil please write to at contactus himalayawellness com with the issue you are facing and provide with the following detail your contact number location and email id we will have someone from the team connect with you,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1572865730416345089,0.0
2022-09-19,bhuwana nageshwarao director ultra international recollects our association spanning nearly three decade they support by producing fragrance flavor and essential oil we appreciate their support partnersinprogress himalayawellness,HimalayaIndia,14,14.0,fragrance essential partnersinprogress himalayawellness,https://twitter.com/HimalayaIndia/status/1571778621928312835,1.0
2022-09-12,sri sudhindra offset press provides with exclusive printing service for our marketing requirement we appreciate them for delivering top notch service partnersinprogress himalayawellness print solution,HimalayaIndia,10,10.0,partnersinprogress himalayawellness print solution,https://twitter.com/HimalayaIndia/status/1569241402919342082,1.0
2022-09-07,the team at patel phytoextractions pvt ltd support by manufacturing standardized herbal extract they consider our association strategic partnership we thank them for the timely amp consistent delivery of project requirement partnersinprogress himalayawellness,HimalayaIndia,9,9.0,partnersinprogress himalayawellness,https://twitter.com/HimalayaIndia/status/1567442218000207873,1.0
2022-09-05,ivnsraju hi raju please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1566729318193332225,0.0
2022-09-05,the youth play key role in safeguarding nature and conservingbiodiversity himalaya sebc and the youth of pune came together to plant sapling we have captured the glimpse in this video himalayawellness treeplantation biodiversity,HimalayaIndia,4,4.0,nature conservingbiodiversity himalayawellness treeplantation biodiversity,https://twitter.com/HimalayaIndia/status/1566723760493068290,1.0
2022-09-02,rahulbiddappa hi rahul please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1565571279918632960,0.0
2022-09-02,kala et hi vijay please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1565571194778419200,0.0
2022-09-02,mentorpreneur hi sanjiv please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1565571086326337536,0.0
2022-09-02,farah midhat hi midhat please refer to our official statement,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1565570793656172544,0.0
2022-09-01,himalayaliv,HimalayaIndia,546,546.0,himalayaliv52,https://twitter.com/HimalayaIndia/status/1565347256345427969,1.0
2022-08-31,lord ganesha teach to find cure through compassion amp prevention through kindness this ganesh chaturthi let follow his footstep and walk together towards healthier tomorrow ganpati bappa morya himalayawellness happinessthroughwellness festival ganeshchaturthi,HimalayaIndia,10,10.0,himalayawellness happinessthroughwellness festival ganeshchaturthi,https://twitter.com/HimalayaIndia/status/1564822772320464896,1.0
2022-08-29,dayanand reddy director vasantha tool craft pvt ltd opines that people are the real asset who create value addition to business dayanand and his team support by manufacturing bi injection mold for himalaya we appreciate their support partnersinprogress,HimalayaIndia,7,7.0,business himalaya partnersinprogress,https://twitter.com/HimalayaIndia/status/1564168476171943937,1.0
2022-08-23,manjushree technopack ltd support himalaya by manufacturing rigid plastic packaging material we appreciate them for helping deliver perfection by demonstrating sheer professionalism in executing our idea partnersinprogress himalayawellness,HimalayaIndia,13,13.0,himalaya packaging partnersinprogress himalayawellness,https://twitter.com/HimalayaIndia/status/1562002501708414977,1.0
2022-08-18,true independence mean having the freedom to make change for the better we ve come long way on our mission of bringing wellness amp joy to every home something that wouldn have been possible without the talent amp effort of the himalaya family himalayawellness,HimalayaIndia,11,11.0,independence wellness himalaya himalayawellness,https://twitter.com/HimalayaIndia/status/1560146906797338626,1.0
2022-08-17,our partnership with alpla india pvt ltd span more than decade they help by manufacturing robust bottle and closure design for some of our flagship product we thank them for their continuous support partnersinprogress himalayawellness,HimalayaIndia,15,15.0,manufacturing design partnersinprogress himalayawellness,https://twitter.com/HimalayaIndia/status/1559831697742389248,1.0
2022-08-16,kaustubh sakalmedianews hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication fake,HimalayaIndia,1,1.0,fake,https://twitter.com/HimalayaIndia/status/1559461297552367616,1.0
2022-08-15,on india th independenceday let proudly celebrate our nation not only for it diversity culture and value but also for revolutionizing healthcare with ayurveda this independenceday let your patriotism shine through and your health prosper harghartiranga,HimalayaIndia,15,15.0,independenceday harghartiranga,https://twitter.com/HimalayaIndia/status/1559039860370919424,1.0
2022-08-11,dravin immu hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1557618599010770944,0.0
2022-08-08,himalaya incredible year of association with prince plastic continues with the second generation entrepreneur we thank varun venugopal and his team for playing significant role in our success journey partnersinprogress himalayawellness packaging packagingsolutions,HimalayaIndia,19,19.0,partnersinprogress himalayawellness packaging packagingsolutions,https://twitter.com/HimalayaIndia/status/1556560102831730688,1.0
2022-08-01,crescent packaging ha played key role in our packaging need over the past year listen to noor jaffer director crescent packaging recounting our mutually benefiting journey partnersinprogress packaging himalayawellness,HimalayaIndia,13,13.0,partnersinprogress packaging himalayawellness,https://twitter.com/HimalayaIndia/status/1554046111966367745,1.0
2022-07-27,word wielder we understand your concern fergus we re trying our level best to ensure the issue is sorted allow some time to get back to you,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1552241138479742976,0.0
2022-07-25,himalayawellness celebrates and honor year of long standing association with sri sai ganesh herbal listen to ganesh naidu fondly recalling our partnership ever since their founding day partnersinprogress herbalextraction,HimalayaIndia,22,22.0,himalayawellness partnership partnersinprogress herbalextraction,https://twitter.com/HimalayaIndia/status/1551492006437785600,1.0
2022-07-21,himalayawellness introduces partnersinprogress to celebrate the long standing relationship and trust with our diverse business partner they help bring superior product through innovation and excellence we thank them for their continuous support staytuned,HimalayaIndia,22,22.0,himalayawellness partnersinprogress diverse innovation staytuned,https://twitter.com/HimalayaIndia/status/1550010527505473537,1.0
2022-07-19,hello murari the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,0,0.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1549249746690195456,0.0
2022-07-18,mdsarfa hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,1,1.0,fake,https://twitter.com/HimalayaIndia/status/1548930262997671936,1.0
2022-07-18,we have won economictimes sustainable organization award for driving sustainable initiative the award recognizes the work of organization that integrate sustainability effort and net zero esg environmental social and governance goal in planning himalayawellness,HimalayaIndia,28,28.0,sustainability himalayawellness,https://twitter.com/HimalayaIndia/status/1548930056369496066,1.0
2022-07-12,rahul hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1546727754908938240,0.0
2022-07-12,nitinch hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1546727686927618052,0.0
2022-07-08,sandeep hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1545364158215901186,0.0
2022-07-05,hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,1,1.0,fake,https://twitter.com/HimalayaIndia/status/1544280738400387073,1.0
2022-07-04,batuk gkp the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,0,0.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1543819512700555264,0.0
2022-07-04,anamika100dixit the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,1,1.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1543795750097719297,1.0
2022-07-04,hindi hun main the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,1,1.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1543795558682222593,1.0
2022-07-01,himalaya liv is felicitated at the fifth edition of economictimes best healthcare brand himalayaliv is an iconic herbal liver care product trusted by million of customer and recommended by over doctor worldwide himalayawellness,HimalayaIndia,12,12.0,healthcare himalayaliv52 doctor himalayawellness,https://twitter.com/HimalayaIndia/status/1542822807863578625,1.0
2022-06-30,ergauravvarshn hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1542343974853017605,0.0
2022-06-30,ergauravvarshn himalayaherbal himalayru hi this is not authentic and we request you to refrain from indulging with anyone connected with this communication in case you receive any such offer in the name of himalaya you are advised to reach out to at contactus himalayawellness com fake,HimalayaIndia,0,0.0,fake,https://twitter.com/HimalayaIndia/status/1542343859874566146,0.0
2022-06-16,himalayaindia belief that “what is good for you should be good for the earth too” on world environmentday we organized tree planting drive at the makali bengaluru campus and invited an ngo the association of people with disability to sell plant of various specie,HimalayaIndia,13,13.0,himalayaindia environmentday ngo,https://twitter.com/HimalayaIndia/status/1537382199241998337,1.0
2022-06-07,the discipline to maintain health and wellness is crucial to living healthy lifestyle wellness is real happiness our new brand video reinforces the importance of preventive healthcare for good health and well being khushrahokhushaalraho,HimalayaIndia,5,5.0,health wellness healthcare khushrahokhushaalraho,https://twitter.com/HimalayaIndia/status/1534130502105411584,1.0
2022-06-06,our campaign on conserving biodiversity ha caught the attention of campaign india the news portal featured himalaya one of the brand that encourages awareness and action to protect the environment environmentday himalayawellness,HimalayaIndia,4,4.0,biodiversity environment environmentday2022 himalayawellness,https://twitter.com/HimalayaIndia/status/1533757035228958721,1.0
2022-06-03,conserving biodiversity is important for the current and future generation overall well being watch this video that take you through our various initiative to support and drive sustainable future worldenvironmentday himalayawellness,HimalayaIndia,13,13.0,biodiversity worldenvironmentday himalayawellness,https://twitter.com/HimalayaIndia/status/1532675507346542592,1.0
2022-06-03,rt logicalindians besides bringing back the lost flora and fauna and setting up the ecological balance the afforestation program will…,HimalayaIndia,0,0.0,ecological afforestation,https://twitter.com/HimalayaIndia/status/1532661632408506369,0.0
2022-06-03,rt indiacsr sustainability himalaya commitment to plant million tree across india by the year himala…,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1532562812022554624,0.0
2022-06-02,ipriyasinha this is not the experience we want you to have priya please share your contact detail with via dm so we can understand what went wrong,HimalayaIndia,3,3.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1532325189609873409,1.0
2022-05-25,our careforcommunity ethos support education for child we celebrated the academic success of student at govt high school makali on completing their class exam student were awarded cash prize amp certificate of appreciation himalayawellness studentsuccess,HimalayaIndia,17,17.0,careforcommunity education himalayawellness studentsuccess,https://twitter.com/HimalayaIndia/status/1529343996429881345,1.0
2022-05-23,did you know our immune system record every germ it ha ever defeated it can recognize and destroy the microbe quickly if it enters the body again dr hariprasad vr share the name of herb that can help build immunity naturally himalayawellness,HimalayaIndia,4,4.0,immune immunity himalayawellness,https://twitter.com/HimalayaIndia/status/1528658481359663104,1.0
2022-05-13,rt logicalindians the earth is experiencing decline in biodiversity and an increase in climate disruption through the kisaan mitra pro…,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1524958283072581632,0.0
2022-05-09,himalayawellness ha been conferred the sfe herbal industry leader award by the society for ethnopharmacology for outstanding business practice on promotion and development of naturalproducts at the th international congress of the sef held in mysuru,HimalayaIndia,18,18.0,himalayawellness business development naturalproducts,https://twitter.com/HimalayaIndia/status/1523560775180165120,1.0
2022-05-06,taking proper care of newborn help minimize the risk of illness and promotes overall growth and development add dr ritin khosla he talk about the guideline and suggestion in ayurveda for mother and caregiver on how to take care of newborn,HimalayaIndia,5,5.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1522468832283033601,1.0
2022-04-29,about of infectious disease are transmitted by unclean hand touching contaminated surface add dr mithun kazhakaran in the th episode we discus the importance of handhygiene and bust some common myth streaming now houseofwellness,HimalayaIndia,1,1.0,disease handhygiene myth houseofwellness,https://twitter.com/HimalayaIndia/status/1519961879325515777,1.0
2022-04-22,himalaya share special bond with the farmer the kisaan mitra initiative celebrates this deep connection by focusing on their economic empowerment over farmer 👨‍🌾 across india have been benefited from this program himalayacsr earthday,HimalayaIndia,355,355.0,himalaya farmer empowerment himalayacsr earthday,https://twitter.com/HimalayaIndia/status/1517430352985264129,1.0
2022-04-22,the moayush organized the globalayushsummit inaugurated by hon ble pm narendra modi jayashree ullal cfo amp coo himalayawellness who wa speaker for roundtable conference said ayurveda and pharma should be looked at from the same lens and considered equal,HimalayaIndia,18,18.0,globalayushsummit himalayawellness ayurveda pharma,https://twitter.com/HimalayaIndia/status/1517386640570073088,1.0
2022-04-18,nanditaasn fda fda indianstandards ashokmadanindia pharmadept hi nandita your experience is important to and we don want you to feel this way we would like to get in touch with you and understand what went wrong we request you to dm your contact detail so that our team will get in touch with you,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1515898709833228290,0.0
2022-04-15,did you know that over million indian are affected by gut disorder in the th episode of the houseofwellness podcast dr srikrishna talk about the cause and symptom of gut disorder and preventive care to improve guthealth —streaming now,HimalayaIndia,4,4.0,houseofwellness guthealth,https://twitter.com/HimalayaIndia/status/1514883728815935490,1.0
2022-04-12,strange hi please share your contact detail via private message so that we can get in touch with you,HimalayaIndia,1,1.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1513714099233861634,1.0
2022-04-08,ayurveda is science that is year old amp yet relevant in modern time the principle of ayurveda when applied in our life will lead to improved well being add dr vaheed but what set ayurveda apart medical science houseofwellness,HimalayaIndia,7,7.0,ayurveda houseofwellness,https://twitter.com/HimalayaIndia/status/1512347011579797509,1.0
2022-04-07,careforearth is our core business philosophy at himalaya we believe that business play key role in conserving the environment green is good for our planet our customer and our business worldhealthday himalayawellness himalaya ourplanetourhealth,HimalayaIndia,5,5.0,careforearth himalaya worldhealthday himalayawellness himalaya ourplanetourhealth,https://twitter.com/HimalayaIndia/status/1511996934524846081,1.0
2022-04-06,rt deccanherald factcheck himalaya drug co targeted for misleading claim on halal certification,HimalayaIndia,0,0.0,factcheck halal,https://twitter.com/HimalayaIndia/status/1511743276180664325,0.0
2022-04-05,in line with the organization business philosophy careforlife we are committed to improving health and respecting life in all it form we have partnered with sankalpindia foundation to make thalassemia treatment accessible to underprivileged child,HimalayaIndia,288,288.0,careforlife health thalassemia,https://twitter.com/HimalayaIndia/status/1511199388458135555,1.0
2022-04-01,theatulmishra please refer to our official statement,HimalayaIndia,4,4.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1509885627588055040,1.0
2022-04-01,sirpareshrawal thank you sirpareshrawal we don know what reason you have to hate swadeshi brand like himalaya with legacy of over year but we love you paresh ji ❤️ good luck with the release of your new movie sharmajinamkeen,HimalayaIndia,1951,1951.0,himalaya sharmajinamkeen,https://twitter.com/HimalayaIndia/status/1509777874022121477,1.0
2022-04-01,,HimalayaIndia,6653,6653.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1509773309809881091,1.0
2022-03-30,an unknown wish mldhar the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,8,8.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1509011891242168325,1.0
2022-03-30,mldhar the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,3,3.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1509011160141426697,1.0
2022-03-25,in today podcast dr ashok bk share vital information on oralhealth and it importance for our overall well being did you know that there are billion bacteria in the human mouth streaming now houseofwellness,HimalayaIndia,14,14.0,podcast oralhealth houseofwellness,https://twitter.com/HimalayaIndia/status/1507279412332412928,1.0
2022-03-25,the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,63,63.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1507212255892369416,1.0
2022-03-24,samarsanatan the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,0,0.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1506855900816211975,0.0
2022-03-22,bhanu the social medium post circulated about himalayawellness company are fake amp fabricated the person in the video is not associated with himalaya in any way himalaya is proud homegrown indian company conducting business with high level of integrity,HimalayaIndia,1,1.0,himalayawellness fake,https://twitter.com/HimalayaIndia/status/1506212943377022976,1.0
2022-03-22,thanush hi shree please share your contact detail with via dm so that we can get in touch with you conversely you could also get in touch with at –800–208–1930,HimalayaIndia,1,1.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1506109599895613441,1.0
2022-03-21,hardik rathod this doe not sound right hardik we would like to know more about this please share with your contact detail on dm so we can get in touch with you and understand what went wrong,HimalayaIndia,0,0.0,himalayaindia,https://twitter.com/HimalayaIndia/status/1505747250340773888,0.0
2022-03-18,we are in conversation with dr guruprasad kv in the podcast we discus about preventing and managing diabetes more than of the people with diabetes live in asia with almost one half in china and india combined streaming now podcast,HimalayaIndia,7,7.0,diabetes asia india podcast,https://twitter.com/HimalayaIndia/status/1504736868834811907,1.0
2023-02-12,caudalie himalayaindia sleepy babyturcotr deprem,rabiaerTURKc1,0,61.0,himalayaindia,https://twitter.com/rabiaerTURKc1/status/1624810952641204225,0.0
2023-02-12,pti news pypayurved himalayaindia daburindia zanducare baidyanathgroup,Green_Laalten,0,183.0,himalayaindia,https://twitter.com/Green_Laalten/status/1624579595726102529,0.0
2023-02-10,please declare these product bhagwantmann certified 🙏❤🇮🇳✍ punjab ayurveda unani patanjalifoods patanjalifoods himalayaindia pypayurved,azeemali3119,2,115.0,punjab ayurveda unani patanjalifoods patanjalifoods,https://twitter.com/azeemali3119/status/1623897286215606272,0.017391304347826087
2023-02-08,the price of soap are rising like anything in india ausvsind himalayaindia nivea india cricket indvsaus,AmericanLove4u,0,58.0,soap india ausvsind cricket indvsaus,https://twitter.com/AmericanLove4u/status/1623359377943171076,0.0
2023-02-08,shop himalayaindia herbal product from iherb follower from india can shop from himalaya himalayaindia himalayawellness,ayurvedanelly,0,49.0,india himalaya himalayaindia himalayawellness,https://twitter.com/ayurvedanelly/status/1623227464653709313,0.0
2023-02-07,why are you using ashvagandha instead of ashwagandha which is correct spelling per merriam webster dictionary is there any reason behind this himalayaindia,_Abhijeet_7,0,53.0,himalayaindia,https://twitter.com/_Abhijeet_7/status/1622996851120312320,0.0
2023-02-07,himalayaindia sam chaudry weekly lady ko paisa bhi de raha hai aur medicine bhi pack kerney de raha hai ye sam chaudry ka number hai medicine naam per drug bhi ho sakta hai plz aap is matter ko dekhen bohat saari lady ne diya hai reg,Mithaiwa1Kausar,0,6.0,himalayaindia,https://twitter.com/Mithaiwa1Kausar/status/1622959950422237187,0.0
